Feature ID	Taxon	Confidence
5561aff751d1f78affb8c4e288b15743	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Rivularia PCC-7116;D_6__uncultured bacterium	0.9623877399318054
53fe0f5362a814db43a47632f3b82bee	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured Desulfohalobiaceae bacterium;D_5__uncultured Desulfohalobiaceae bacterium;D_6__uncultured Desulfohalobiaceae bacterium	0.9999920573635653
4e6214b8c2ad23e8f6753f282425cdc2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9770298161916515
74cd56911c9a843c84b860892c3e9cda	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured	0.9999992741089943
26eaef28cfcd2940ebb35492f2108c32	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Rivularia PCC-7116;D_6__uncultured bacterium	0.9624004997749466
11eff48c8128b784082ec6a5e48ce4f3	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.7525102293809143
e12140e7ce28fa79c9536c817eef9e87	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Pleurocladia lacustris;D_5__Pleurocladia lacustris;D_6__Pleurocladia lacustris	0.9615785063149431
43291b60e1776ca86f7b3f5db35cf32d	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__uncultured;D_6__uncultured bacterium	0.9807393652290528
8ae87e2ed06f089a21b356f3f3a7521a	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Mastigocoleus BC008;D_6__Mastigocoleus testarum BC008	0.9999945334452666
ff483dd8bbcad28e59ac8c9d7a68a94d	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured Planctomycetales bacterium	0.9837788441382647
46ee3c8a626eee0770e8a2232b7fbf13	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.000000000000004
b52a8b8dee7e912e9f4bd4987ddd4fe3	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured;D_5__mucus bacterium 66;D_6__mucus bacterium 66	0.9821605706453815
4825ff4be33c1e1663221031aa2b99f9	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9960510942882016
b45b93df8b8e80a7354fbddbb75cd2f4	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.7436052335617519
15637fd02ee9b69bdc1c58244a8fc791	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999999923
ec4bd45df973ffba176f97ae9e4eaf69	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999997370575633
68d40062fa0060db085ed3f8d43f9367	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Scytosiphon lomentaria;D_5__Scytosiphon lomentaria;D_6__Scytosiphon lomentaria	0.9581760284654658
ce8ffd15dd443dfb1aeb32fcfc9fa424	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium quekettii;D_5__Ostreobium quekettii;D_6__Ostreobium quekettii	0.99984160973401
67d7279fb4e21a517f8969b50d545512	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria	0.790394108440779
80400a122d5afe08f7d79e23aa9a13fe	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999999969
82d5324ffd9b15ae6814aca5d63cb442	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured;D_5__mucus bacterium 66;D_6__mucus bacterium 66	0.8266339329143324
c3d71070134714ec59adf09ba9957ff2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9816352576430001
2ed41237ef1a8f04d0b336686129dd95	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__uncultured;D_6__uncultured bacterium	0.980108934676384
e8939444c593250eb0ba9d7183b4bc0f	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured Planctomycetales bacterium	0.9792099428905422
c88af19e3f96f0e2f2e01fa076829a34	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.0000000000000018
811b267205fd03454ac24c98f67d752e	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9957473525432478
1fbc147a3799b252ca2faa8df54a3da6	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Mastigocoleus BC008;D_6__Mastigocoleus testarum BC008	0.9999946417505922
e5246c94709d9d7f0c17e4b9254f5712	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured Planctomycetales bacterium	0.9017971895299371
6fb2c8827264cc3398da27cdc7a95d21	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Scytosiphon lomentaria;D_5__Scytosiphon lomentaria;D_6__Scytosiphon lomentaria	0.9582007804305317
78ca32fdd4d33c8e3f61d3e803689c04	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.99999999999999
b6557a01729a2f1aefddba00416cca6c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7674271104042226
d2d715429e41626f18bcc2f8cd4324bf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria	0.7982636460490905
f2a90f200d9ede3c4559ad7e3916645c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9276037885266943
d4b4d8cb2c7684f8be75d939ae5c680e	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium sp. HV05042;D_5__Ostreobium sp. HV05042;D_6__Ostreobium sp. HV05042	0.999997927751893
171f82598b9cac0dc49dce4a1840a701	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999998355602375
5f72bfc53e8776b6d747a0c14da4cf73	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Mastigocoleus BC008;D_6__Mastigocoleus testarum BC008	0.9673405382217789
c42fedf0dc46d64bdbd78187e0a4198a	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium quekettii;D_5__Ostreobium quekettii;D_6__Ostreobium quekettii	0.9998038906678081
841d92cbd0f78f1f68e6e703e6f4a33b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.9933044356185388
162a5abdf139929c4bfd418b4a40896a	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured Planctomycetales bacterium	0.8825658749309991
ee46ae1ddd3b7642b5f4c15f8d4b9ed9	D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;D_4__Vermiphilaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8647344165552481
96a9bb76d65224249c5a798eb10da053	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__NB1-j;D_4__uncultured delta proteobacterium;D_5__uncultured delta proteobacterium;D_6__uncultured delta proteobacterium	0.7344321519493535
31917f82557e0a5a2e5aebf8ccc10f0c	D_0__Eukaryota	0.8785991462716818
d0c6c91dac91b9ba4d11b95daa460b14	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9780765651541216
02d61c09474b7a76628213ab15454f96	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__Pelagibius;D_6__uncultured bacterium	0.8355381785396655
60f4d3d65e9a87fbdc3bfadd7fded4b8	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group;D_3__uncultured marine microorganism;D_4__uncultured marine microorganism;D_5__uncultured marine microorganism;D_6__uncultured marine microorganism	0.9465948453632124
a1dd85ee35b0f12f6380071399ea1feb	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Chlamydiaceae	0.860826323099073
ed0b2040f8af4d302b6cce86395efa3a	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured Desulfohalobiaceae bacterium;D_5__uncultured Desulfohalobiaceae bacterium;D_6__uncultured Desulfohalobiaceae bacterium	0.9999833122360017
3fe846deeb3afead3e737a6cbad809c3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group	0.9997259866693124
c7cb7dc325e8d318f1357d848315ce84	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999981147975191
77d8c95ee3b6dde7cc4398f9d7569838	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8486434716270149
cdb3356ecc0be9e4113c908a2bce22c9	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured Planctomycetales bacterium	0.9374176851566521
1ac95c402a9ca24f404e5a6b551adbc6	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7027847634645623
360413ad7dd968def629ce076312595e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella	0.7827364119982689
2c0b49ed88e6e31f27ec91d53dc4d3fa	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Mastigocoleus BC008;D_6__Mastigocoleus testarum BC008	0.9673607763089882
2f45db1ed228a3ecdf7c4774c42743f8	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999999232596097
38a4a08306b1a50796205d1bd9de4c12	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae	0.9949017016596955
9acae9275c4b3e949b2a9a33a929e01f	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.999999999999986
0468352c249582fc6bbdea00bbc16ce7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.9904221181182752
7223561f31f7fb721b189761405f9b73	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Pleurocladia lacustris;D_5__Pleurocladia lacustris;D_6__Pleurocladia lacustris	0.8464384299877095
06e877ca15e33d2305d406f7b170d2ed	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group	0.9998987513455404
b86d2a6d72f3425208d064ecb26dfbaa	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Synechococcales Incertae Sedis;D_5__Schizothrix LEGE 07164;D_6__uncultured cyanobacterium	0.9767634190435664
50fe9c9604e8cabbe6487eb314757b75	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Pleurocladia lacustris;D_5__Pleurocladia lacustris;D_6__Pleurocladia lacustris	0.9107924621507105
9bc5e0f69422634ce4cca10c48036b88	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Celeribacter	0.8950034361353827
1df2326ea139ab7d1c94ffa73f2fe01f	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium sp. HV05042;D_5__Ostreobium sp. HV05042;D_6__Ostreobium sp. HV05042	0.9999990247885003
ca097193a8bdae380c2562ed82edab8c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodobium sp.	0.8376604630563007
e0babbe4be6e34d0e5ced5e64d3726a1	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda;D_6__Flavobacteriaceae bacterium GUDS972	0.7001101381740206
fe5d7dbe4d00cdeff672ac0d6bcef44d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.999418923448978
97ea100aa6c7f43e3106e603dbeb22ca	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium quekettii;D_5__Ostreobium quekettii;D_6__Ostreobium quekettii	0.9998211130952323
4b5c0aa34b4c4650e3ee422ce47c78e9	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__NB1-j	0.9970462742984159
73e65a8c309037955b19a7307bb42826	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae;D_5__Pleurocapsa PCC-7319	0.9999960033770378
6a2e04615eb2f432f518da1495f68f02	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8004906468672753
112a477311217369ed1e98c8bc782e97	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae	0.7035026436631413
604de4faa51e76df697c40795557e1b8	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999989840508112
97e5305ceab9b9e60a61b4a2fc4df635	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured planctomycete	0.8463304227293942
23f4f9b214e6ab128e09aab991334e5e	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae;D_5__uncultured;D_6__uncultured planctomycete	0.9922438361204098
1acbd230b2a7e6ee15f1574da2d51a01	D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;D_4__Vermiphilaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8665923218472456
b8e5879c6010ebcd45263cf53bb14182	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group	0.9997801883224788
8eb1b2f67c3ff4f3251d8416e49b042a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured;D_5__mucus bacterium 66;D_6__mucus bacterium 66	0.794992259733586
08bcea68377026c70c3b1712adc2fe53	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999987055549183
fd0f6b94acbdc9f28e2f7a362e29059f	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Nodosilineaceae;D_5__MBIC10086;D_6__uncultured bacterium	0.9999929960836478
c1a1dfddcafe15768ed8e0c0ce04b86f	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9598347042809334
d37200c9fd28ff1739a415f8ae87d558	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__Limibacillus;D_6__uncultured bacterium	0.7219888093460546
9df8cb6aad25d73f73b8bbc84a186127	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ectocarpus siliculosus;D_5__Ectocarpus siliculosus;D_6__Ectocarpus siliculosus	0.7391946382375543
54715447248d3ec5fc1a893100d16fdb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda;D_6__Ascidianibacter aurantiacus	0.7064699477335701
d15b669aecb3c6217d2fef87a953b583	D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;D_4__Vermiphilaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.820007592906518
ccd1e5e50272bb9ee7c0177be6e9d470	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Phormidesmiaceae;D_5__Phormidesmis ANT.LACV5.1	0.9999955953725614
215a60f1eb299e6ca43fbdd2c1013c0c	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae;D_5__uncultured;D_6__uncultured myxobacterium HF0200_08J13	0.9999315153020754
9021f8704d26799be60d285f1607cbc9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__uncultured Rhodobacteraceae bacterium;D_5__uncultured Rhodobacteraceae bacterium;D_6__uncultured Rhodobacteraceae bacterium	0.9210432765853835
bc8cb9da993da25f76cf569742981d4c	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae	0.7774226083121861
b9765e1617cd8a6756ea3d0755e635b9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Thalassobius	0.7217640996327783
850cac906c8b55b90cc6b10c24c87da3	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__uncultured;D_6__uncultured bacterium	0.9807385501869573
5c0dd44a345c24b683e50fdbc84421d4	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__uncultured;D_6__uncultured bacterium	0.9854331471601684
3eb76d28fac4ace28376bad69d00471b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured	0.9806022366787112
de947cb28cf8fb6c50c42c663d0f12f3	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group;D_6__uncultured Verrucomicrobiales bacterium HF0070_30L02	0.9982202796914516
40b75111182bf07c034c2c255ff4ffe2	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae;D_5__uncultured	0.8410089726695131
7c8b6d8fee40bcaa7cf70edc6c0de509	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Lentilitoribacter;D_6__uncultured bacterium	0.9994335596304005
7d3e75a92b5813f97bed5e8202083063	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Pleurocladia lacustris;D_5__Pleurocladia lacustris;D_6__Pleurocladia lacustris	0.8663461665755714
76b0e9dd8675d4a6b8d77833b6f3feb6	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9968287530083282
7109db4ff480594375fe8ca5a96572f5	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodobium sp.	0.7111940669965027
e526bae3f61a6925ae56dc93714f4616	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula	0.9939303972151132
0bc5bbe0c2e5e81177a5a8c312b8bb7a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	0.8264615369318115
07f780d59d78a3f6fcdbb103200d97c6	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rhodopirellula	0.9950300008268921
429381fe583757b753a2e81c631272ab	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999999938
d2a2bf87eabe81adda30806f89424025	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Eurycoccales;D_4__Eurycoccales Incertae Sedis;D_5__Synechococcus PCC-7336	0.9999331052682854
798c8ae5ad0b4e75cc1fababa39563d8	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group;D_3__uncultured marine microorganism;D_4__uncultured marine microorganism;D_5__uncultured marine microorganism;D_6__uncultured marine microorganism	0.9455245252329932
26d098f946276e089b86b0829331fdb3	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Rivularia PCC-7116;D_6__uncultured bacterium	0.9792604250607337
957ab49f9c2d523b448dc43755cba7b7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9642143532021122
dc9180e014dcb9c5b4ea1fa5c5b21ecc	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Celeribacter	0.8854242287963793
c76641da71320045f3c1d4b3f60bd411	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium	0.9861212111695504
212c040f807b93d3ca42c2efc9386d83	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__Filomicrobium;D_6__uncultured alpha proteobacterium	0.8123941379280823
c8ea393e93c16aa8724593ac8374e123	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Chlamydiaceae	0.8603002249809032
